Samples	Cancer_type	Correction_accuracy	Similarity_FFPEsig_original	similarity_label	Mutationload_C2T	noise_load	SNR	SNR_label
Breast-AdenoCA::SP117614	Breast-AdenoCA	0.9244250995502491	0.8210249135121458	Middle	1447	10167	0.14232320251795022	Middle
Breast-AdenoCA::SP116948	Breast-AdenoCA	0.903567350643447	0.7495884844135025	Middle	1271	9853	0.12899624479853852	Middle
Breast-AdenoCA::SP117409	Breast-AdenoCA	0.9231398807258127	0.928143124558476	Middle	1970	9955	0.19789050728277247	Middle
Breast-AdenoCA::SP117593	Breast-AdenoCA	0.9453142781077463	0.5509962504165282	Middle	769	9964	0.07717784022480931	Middle
Breast-AdenoCA::SP117372	Breast-AdenoCA	0.9989840101348548	0.5978945760530119	Middle	5752	9971	0.5768729315013539	Middle
Breast-AdenoCA::SP118077	Breast-AdenoCA	0.9553715116760235	0.6714365670605971	Middle	1043	9913	0.10521537375163927	Middle
Breast-AdenoCA::SP117363	Breast-AdenoCA	0.9078368049124002	0.8265981652832026	Middle	1465	10005	0.14642678660669664	Middle
Breast-AdenoCA::SP116946	Breast-AdenoCA	0.9488891311892228	0.7007835151748887	Middle	1148	9915	0.11578416540595057	Middle
Breast-AdenoCA::SP117901	Breast-AdenoCA	0.9803190881474949	0.7784585728325578	Middle	2297	9994	0.22983790274164498	Middle
Breast-AdenoCA::SP117454	Breast-AdenoCA	0.9483228538230858	0.5258355350040131	Middle	742	9991	0.07426684015614053	Middle
Breast-AdenoCA::SP124197	Breast-AdenoCA	0.9952291808997259	0.6521797685111947	Middle	8512	9880	0.8615384615384616	High
Breast-AdenoCA::SP117250	Breast-AdenoCA	0.996811993179921	0.6063767376958757	Middle	4484	9914	0.4522896913455719	Middle
Breast-AdenoCA::SP117983	Breast-AdenoCA	0.9705329799446919	0.774529702620729	Middle	1401	9878	0.14183033002632112	Middle
Breast-AdenoCA::SP117011	Breast-AdenoCA	0.9997199356701973	0.5803853723531787	Middle	22919	10045	2.2816326530612243	High
Breast-AdenoCA::SP117057	Breast-AdenoCA	0.9756326005434013	0.765536604793928	Middle	1303	9824	0.1326343648208469	Middle
Breast-AdenoCA::SP117126	Breast-AdenoCA	0.9278701187852029	0.6038471376869142	Middle	1047	10101	0.10365310365310365	Middle
Breast-AdenoCA::SP117728	Breast-AdenoCA	0.9691482552942103	0.6658322329788486	Middle	787	9997	0.07872361708512554	Middle
Breast-AdenoCA::SP116963	Breast-AdenoCA	0.9495101283406552	0.5981749688613005	Middle	737	10086	0.07307158437438033	Middle
Breast-AdenoCA::SP117944	Breast-AdenoCA	0.9555119828850748	0.8410206621139453	Middle	2284	9954	0.22945549527828007	Middle
Breast-AdenoCA::SP117639	Breast-AdenoCA	0.9831268235924457	0.7341250189300468	Middle	3053	10099	0.3023071591246658	Middle
Breast-AdenoCA::SP117834	Breast-AdenoCA	0.9472964815809326	0.7979280982433021	Middle	1667	10133	0.16451199052600415	Middle
Breast-AdenoCA::SP117105	Breast-AdenoCA	0.9344892727948366	0.7119281753380835	Middle	1568	9781	0.16031080666598507	Middle
Breast-AdenoCA::SP117882	Breast-AdenoCA	0.9604203200264171	0.7532031649399529	Middle	906	9840	0.09207317073170732	Middle
Breast-AdenoCA::SP117778	Breast-AdenoCA	0.9127320195132704	0.7305425655667761	Middle	1083	9948	0.10886610373944511	Middle
Breast-AdenoCA::SP117710	Breast-AdenoCA	0.9775017631582084	0.7734868821257013	Middle	1302	9999	0.13021302130213022	Middle
Breast-AdenoCA::SP124207	Breast-AdenoCA	0.9104411410443412	0.8946663549410658	Middle	2261	9866	0.22917088992499493	Middle
Breast-AdenoCA::SP117800	Breast-AdenoCA	0.970646466744932	0.7288657698724919	Middle	1579	10121	0.15601225175377928	Middle
Breast-AdenoCA::SP117724	Breast-AdenoCA	0.9373269060244778	0.6408281247644868	Middle	1233	10070	0.1224428997020854	Middle
Breast-AdenoCA::SP124193	Breast-AdenoCA	0.9895623839283963	0.7081215529559048	Middle	1465	9978	0.1468230106233714	Middle
Breast-AdenoCA::SP2293	Breast-AdenoCA	0.9995915987696485	0.5810285708644183	Middle	35038	9977	3.5118773178310114	High
Breast-AdenoCA::SP2357	Breast-AdenoCA	0.9308242990082141	0.9033758612801599	Middle	2717	10029	0.27091434838966993	Middle
Breast-AdenoCA::SP2144	Breast-AdenoCA	0.9270206131576713	0.9035754124698483	Middle	1500	9994	0.15009005403241946	Middle
Breast-AdenoCA::SP2145	Breast-AdenoCA	0.9128351142192134	0.9204316576978675	Middle	1835	9903	0.18529738463091994	Middle
Breast-AdenoCA::SP2148	Breast-AdenoCA	0.9834687782714849	0.7500555125919472	Middle	2178	9972	0.2184115523465704	Middle
Breast-AdenoCA::SP2150	Breast-AdenoCA	0.9530025092371247	0.7481014418911871	Middle	1336	10070	0.1326713008937438	Middle
Breast-AdenoCA::SP2152	Breast-AdenoCA	0.9382332413102628	0.6722418023455368	Middle	855	10083	0.08479619160963998	Middle
Breast-AdenoCA::SP2349	Breast-AdenoCA	0.9846336711629111	0.7792508854450644	Middle	2540	10108	0.2512861100118718	Middle
Breast-AdenoCA::SP2158	Breast-AdenoCA	0.970516992966158	0.7427948411683545	Middle	2404	9947	0.24168090881672866	Middle
Breast-AdenoCA::SP2156	Breast-AdenoCA	0.9425603710964257	0.8243799551975463	Middle	1612	9978	0.16155542192824213	Middle
Breast-AdenoCA::SP2159	Breast-AdenoCA	0.9928273590920059	0.6300730239309289	Middle	3625	9983	0.3631172994089953	Middle
Breast-AdenoCA::SP2153	Breast-AdenoCA	0.920171462390476	0.7991316573691299	Middle	3692	9925	0.37198992443324935	Middle
Breast-AdenoCA::SP116341	Breast-AdenoCA	0.9493315275023515	0.9154658778641478	Middle	2289	9986	0.22922090927298217	Middle
Breast-AdenoCA::SP116351	Breast-AdenoCA	0.9496169618251654	0.7165198828127521	Middle	1316	10026	0.1312587273089966	Middle
Breast-AdenoCA::SP116371	Breast-AdenoCA	0.9279810488582577	0.8218048586084703	Middle	1467	9983	0.14694981468496443	Middle
Breast-AdenoCA::SP116361	Breast-AdenoCA	0.9951398591652929	0.6576630710231717	Middle	3547	10008	0.35441646682653877	Middle
Breast-AdenoCA::SP116343	Breast-AdenoCA	0.9313166831317095	0.7786029375788761	Middle	2361	9954	0.23719107896323086	Middle
Breast-AdenoCA::SP116353	Breast-AdenoCA	0.9128232846366724	0.781423690448381	Middle	3543	10065	0.35201192250372576	Middle
Breast-AdenoCA::SP116345	Breast-AdenoCA	0.9248345695739507	0.7064392092791798	Middle	1130	9784	0.11549468520032706	Middle
Breast-AdenoCA::SP116365	Breast-AdenoCA	0.90703224075362	0.8784526343667648	Middle	1591	10085	0.1577590480912246	Middle
Breast-AdenoCA::SP116375	Breast-AdenoCA	0.9678942068930371	0.625416403552266	Middle	2872	9925	0.28937027707808566	Middle
Breast-AdenoCA::SP116335	Breast-AdenoCA	0.9511550249932037	0.8090549863640624	Middle	1544	10125	0.15249382716049384	Middle
Breast-AdenoCA::SP116355	Breast-AdenoCA	0.9357739524707291	0.9153911060321341	Middle	2152	10154	0.2119361827851093	Middle
Breast-AdenoCA::SP116347	Breast-AdenoCA	0.9641136735064937	0.5202855369013468	Middle	1135	10016	0.11331869009584665	Middle
Breast-AdenoCA::SP116339	Breast-AdenoCA	0.9013674984359685	0.7350757057978526	Middle	1128	9827	0.1147857942403582	Middle
Breast-AdenoCA::SP116357	Breast-AdenoCA	0.9303405681703563	0.9205733030499486	Middle	1633	10065	0.16224540486835567	Middle
Breast-AdenoCA::SP116359	Breast-AdenoCA	0.9187480210051264	0.8714403884683283	Middle	2391	10027	0.23845616834546723	Middle
Breast-AdenoCA::SP116369	Breast-AdenoCA	0.9785215902765534	0.9106411437449076	Middle	2531	10049	0.2518658572992338	Middle
Breast-AdenoCA::SP116377	Breast-AdenoCA	0.9581636092015093	0.8078832743287591	Middle	2626	9980	0.26312625250501004	Middle
Breast-AdenoCA::SP116379	Breast-AdenoCA	0.9295725897355854	0.6549523527224815	Middle	1797	9948	0.18063932448733414	Middle
Breast-AdenoCA::SP7692	Breast-AdenoCA	0.9981921252392465	0.6186163905129078	Middle	11758	9914	1.1859995965301593	High
Breast-AdenoCA::SP5052	Breast-AdenoCA	0.9229759347728449	0.9436279234946554	High	3882	9947	0.39026842263999195	Middle
Breast-AdenoCA::SP7785	Breast-AdenoCA	0.9572350524945747	0.9068881194966631	Middle	2462	10013	0.24588035553780085	Middle
Breast-AdenoCA::SP3415	Breast-AdenoCA	0.9351874993956129	0.8823043910643837	Middle	2111	10016	0.21076277955271566	Middle
Breast-AdenoCA::SP9979	Breast-AdenoCA	0.9483240606756873	0.6439120796755853	Middle	728	10101	0.07207207207207207	Middle
Breast-AdenoCA::SP5393	Breast-AdenoCA	0.9479929537282465	0.6835983236034968	Middle	1522	10129	0.15026162503702242	Middle
Breast-AdenoCA::SP11292	Breast-AdenoCA	0.9054084301508732	0.917073268657975	Middle	1396	9903	0.1409673836211249	Middle
Breast-AdenoCA::SP13036	Breast-AdenoCA	0.9886452134589966	0.7211075332865979	Middle	5875	9901	0.5933744066255934	Middle
Breast-AdenoCA::SP8085	Breast-AdenoCA	0.9190188537673856	0.7781337564892394	Middle	1489	10031	0.14843983650682882	Middle
Breast-AdenoCA::SP6730	Breast-AdenoCA	0.9796987849207579	0.6550915113487757	Middle	1822	10036	0.18154643284176963	Middle
Breast-AdenoCA::SP5381	Breast-AdenoCA	0.941159023973736	0.5684299580998244	Middle	501	10010	0.05004995004995005	Middle
Breast-AdenoCA::SP10084	Breast-AdenoCA	0.9021697205655956	0.86473532152226	Middle	2504	10027	0.24972574050064825	Middle
Breast-AdenoCA::SP9251	Breast-AdenoCA	0.9325604411553091	0.8775049107572273	Middle	1547	9934	0.1557278035031206	Middle
Breast-AdenoCA::SP11045	Breast-AdenoCA	0.9892895632887688	0.6599682901562467	Middle	1945	9960	0.19528112449799198	Middle
Breast-AdenoCA::SP2826	Breast-AdenoCA	0.9401013852064644	0.7537847032236012	Middle	1050	9912	0.1059322033898305	Middle
Breast-AdenoCA::SP11171	Breast-AdenoCA	0.9133579683700157	0.834274682389484	Middle	1415	10052	0.14076800636689216	Middle
Breast-AdenoCA::SP8564	Breast-AdenoCA	0.95808502449455	0.7228681530839762	Middle	2165	9964	0.21728221597751907	Middle
Breast-AdenoCA::SP5844	Breast-AdenoCA	0.9864100554728243	0.4474469013999487	Low	2047	10033	0.20402671185089205	Middle
Breast-AdenoCA::SP6766	Breast-AdenoCA	0.9237804819224942	0.7451331476709047	Middle	784	9929	0.07896062040487462	Middle
Breast-AdenoCA::SP5448	Breast-AdenoCA	0.9726583256028687	0.7661102082194968	Middle	2737	9956	0.2749096022498996	Middle
Breast-AdenoCA::SP12049	Breast-AdenoCA	0.9068532029140115	0.9112416846022876	Middle	3538	9942	0.35586401126533895	Middle
Breast-AdenoCA::SP2714	Breast-AdenoCA	0.945930691774044	0.8817519973067733	Middle	2988	10055	0.2971655892590751	Middle
Breast-AdenoCA::SP2801	Breast-AdenoCA	0.9528486992645009	0.8120158769628947	Middle	1726	10022	0.17222111355018957	Middle
Breast-AdenoCA::SP8891	Breast-AdenoCA	0.9722495099214623	0.7991125625464641	Middle	2717	9988	0.2720264317180617	Middle
Breast-AdenoCA::SP9481	Breast-AdenoCA	0.9551544782418768	0.5535197969842058	Middle	807	9887	0.08162233235561848	Middle
Breast-AdenoCA::SP6429	Breast-AdenoCA	0.904030268760762	0.8699184486721445	Middle	1904	9801	0.1942658912355882	Middle
Breast-AdenoCA::SP5017	Breast-AdenoCA	0.9667251850275012	0.6672783015543188	Middle	1354	10030	0.1349950149551346	Middle
Breast-AdenoCA::SP8229	Breast-AdenoCA	0.9391988903047113	0.6352751453628355	Middle	1343	10020	0.1340319361277445	Middle
Breast-AdenoCA::SP8157	Breast-AdenoCA	0.9338162877414762	0.7459737385148423	Middle	1177	9986	0.11786501101542159	Middle
Breast-AdenoCA::SP5279	Breast-AdenoCA	0.9808542261700062	0.7674922442481596	Middle	3722	10009	0.3718653212109102	Middle
Breast-AdenoCA::SP11878	Breast-AdenoCA	0.9639702544341027	0.8045695418978385	Middle	3208	10085	0.318096182449182	Middle
Breast-AdenoCA::SP9433	Breast-AdenoCA	0.997583589599348	0.61890126117241	Middle	5951	9885	0.6020232675771371	Middle
Breast-AdenoCA::SP7378	Breast-AdenoCA	0.9695003905695065	0.741302179248625	Middle	1061	9872	0.10747568881685575	Middle
Breast-AdenoCA::SP6825	Breast-AdenoCA	0.9894103530819236	0.7246085521848136	Middle	6305	10006	0.6301219268438937	Middle
Breast-AdenoCA::SP4523	Breast-AdenoCA	0.9066211423543481	0.7822760015154071	Middle	1250	10142	0.12324985210017748	Middle
Breast-AdenoCA::SP9930	Breast-AdenoCA	0.9940646861042391	0.7057589324312921	Middle	5013	9917	0.5054956135928204	Middle
Breast-AdenoCA::SP5820	Breast-AdenoCA	0.9719187687309446	0.6549930970320886	Middle	2015	9888	0.20378236245954692	Middle
Breast-AdenoCA::SP4535	Breast-AdenoCA	0.9448452602034455	0.575152356641053	Middle	997	10154	0.0981879062438448	Middle
Breast-AdenoCA::SP11808	Breast-AdenoCA	0.9496737710412703	0.5906194681614948	Middle	1528	9910	0.15418768920282544	Middle
Breast-AdenoCA::SP96163	Breast-AdenoCA	0.957795257200195	0.8550689604982254	Middle	2511	9991	0.2513261935742168	Middle
Breast-AdenoCA::SP11948	Breast-AdenoCA	0.9213522284590774	0.8951058568286981	Middle	2046	9923	0.20618764486546406	Middle
Breast-AdenoCA::SP4557	Breast-AdenoCA	0.923577032632281	0.803071557861156	Middle	1505	10095	0.1490837048043586	Middle
Breast-AdenoCA::SP96147	Breast-AdenoCA	0.9109025839982414	0.6925096862707036	Middle	1258	10034	0.12537372932031093	Middle
Breast-AdenoCA::SP10150	Breast-AdenoCA	0.9961439111049811	0.6482253850380014	Middle	3496	9941	0.35167488180263556	Middle
Breast-AdenoCA::SP4472	Breast-AdenoCA	0.9071098565705923	0.9131610958415375	Middle	1783	9891	0.1802648872712567	Middle
Breast-AdenoCA::SP6813	Breast-AdenoCA	0.9961228779143976	0.6596309927497426	Middle	6133	10225	0.5998044009779951	Middle
Breast-AdenoCA::SP96511	Breast-AdenoCA	0.9134374375370184	0.9179308734025042	Middle	3323	9990	0.33263263263263265	Middle
Breast-AdenoCA::SP5636	Breast-AdenoCA	0.9481765067111705	0.682274201627284	Middle	1053	10019	0.10510030941211698	Middle
Breast-AdenoCA::SP5559	Breast-AdenoCA	0.9963974534604736	0.6378636380467108	Middle	7496	9968	0.7520064205457464	High
Breast-AdenoCA::SP3631	Breast-AdenoCA	0.9994793947115312	0.5853344237005975	Middle	14026	10060	1.394234592445328	High
Breast-AdenoCA::SP5473	Breast-AdenoCA	0.9694875081280037	0.7910296956266225	Middle	1940	9866	0.1966349077640381	Middle
Breast-AdenoCA::SP8394	Breast-AdenoCA	0.972723503427263	0.7383478754109077	Middle	2249	10137	0.22186051099930945	Middle
Breast-AdenoCA::SP6115	Breast-AdenoCA	0.9201055093086099	0.7124375779837165	Middle	799	9994	0.07994796878126877	Middle
Breast-AdenoCA::SP7291	Breast-AdenoCA	0.9424500441235321	0.6964668747295052	Middle	1057	9966	0.10606060606060606	Middle
