Samples	Cancer_type	Correction_accuracy	Similarity_FFPEsig_original	similarity_label	Mutationload_C2T	noise_load	SNR	SNR_label
Bone-Osteosarc::SP116481	Bone-Osteosarc	0.9777530537558157	0.4987147635922876	Middle	1276	9955	0.1281767955801105	Middle
Bone-Osteosarc::SP116589	Bone-Osteosarc	0.9693055159550152	0.5925580923779843	Middle	1952	9969	0.1958070017052864	Middle
Bone-Osteosarc::SP116469	Bone-Osteosarc	0.920360002449873	0.6968985885129206	Middle	921	10087	0.09130564092396154	Middle
Bone-Osteosarc::SP116578	Bone-Osteosarc	0.9460981369305717	0.6671845129048267	Middle	1262	10192	0.12382260596546311	Middle
Bone-Osteosarc::SP116593	Bone-Osteosarc	0.984515671771658	0.42671069937172723	Low	1157	9953	0.11624635788204561	Middle
Bone-Osteosarc::SP116518	Bone-Osteosarc	0.9847508103894735	0.4821811619807716	Low	3327	10022	0.331969666733187	Middle
Bone-Osteosarc::SP116490	Bone-Osteosarc	0.9288758272629494	0.6448649142567852	Middle	1162	9938	0.11692493459448582	Middle
Bone-Osteosarc::SP116459	Bone-Osteosarc	0.9297841773514486	0.6085979120725173	Middle	1614	9957	0.16209701717384756	Middle
Bone-Osteosarc::SP116520	Bone-Osteosarc	0.9892337465009873	0.4295496116121379	Low	1713	10179	0.16828765104627175	Middle
Bone-Osteosarc::SP116431	Bone-Osteosarc	0.9601642339904315	0.567653029425157	Middle	1991	10077	0.19757864443782872	Middle
Bone-Osteosarc::SP116582	Bone-Osteosarc	0.940736602104866	0.640674503747517	Middle	2249	9887	0.22747041569738038	Middle
Bone-Osteosarc::SP116478	Bone-Osteosarc	0.9627214084210558	0.49613722285760337	Middle	1546	9879	0.1564935722239093	Middle
Breast-AdenoCA::SP117956	Breast-AdenoCA	0.9169045708408899	0.8603880051195419	Middle	758	10001	0.07579242075792421	Middle
Breast-AdenoCA::SP2149	Breast-AdenoCA	0.9388820433106584	0.6895648655613917	Middle	2393	10137	0.23606589720824703	Middle
Breast-AdenoCA::SP117402	Breast-AdenoCA	0.9491576264737591	0.504401673399957	Middle	1655	9953	0.1662815231588466	Middle
Breast-AdenoCA::SP117369	Breast-AdenoCA	0.9998713918764492	0.181674790850135	Low	31789	10082	3.1530450307478675	High
Breast-AdenoCA::SP117244	Breast-AdenoCA	0.9686066132743663	0.4219737897332793	Low	1127	9848	0.11443948009748173	Middle
Breast-AdenoCA::SP117162	Breast-AdenoCA	0.9128175426433964	0.9026235453786553	Middle	1194	9757	0.1223736804345598	Middle
Breast-AdenoCA::SP117079	Breast-AdenoCA	0.9810942704360847	0.34819298866447074	Low	1686	9987	0.16881946530489636	Middle
Breast-AdenoCA::SP117344	Breast-AdenoCA	0.9734351484069035	0.7486187001085851	Middle	1226	9868	0.12423996757194973	Middle
Breast-AdenoCA::SP117312	Breast-AdenoCA	0.9506490028028317	0.8485302118747113	Middle	949	10122	0.09375617466903774	Middle
Breast-AdenoCA::SP118038	Breast-AdenoCA	0.9966582576005	0.2890526940669801	Low	3741	10052	0.37216474333465976	Middle
Breast-AdenoCA::SP117354	Breast-AdenoCA	0.9461966438222557	0.87799124310104	Middle	1236	9910	0.12472250252270434	Middle
Breast-AdenoCA::SP116991	Breast-AdenoCA	0.9030031621519875	0.7710222618500256	Middle	1179	9935	0.11867136386512331	Middle
Breast-AdenoCA::SP117629	Breast-AdenoCA	0.9043385164710978	0.6474514611436206	Middle	1502	9973	0.15060663792239046	Middle
Breast-AdenoCA::SP124199	Breast-AdenoCA	0.9464792022724207	0.7483831522140796	Middle	1601	9963	0.16069456990866204	Middle
Breast-AdenoCA::SP117850	Breast-AdenoCA	0.9496365972403973	0.7343939163173716	Middle	1040	9893	0.10512483574244415	Middle
Breast-AdenoCA::SP117614	Breast-AdenoCA	0.9291835281237533	0.7923386119075495	Middle	1447	10137	0.14274440169675445	Middle
Breast-AdenoCA::SP117409	Breast-AdenoCA	0.9709907596657281	0.6276943786055729	Middle	1970	10047	0.19607843137254902	Middle
Breast-AdenoCA::SP117372	Breast-AdenoCA	0.9976988388269646	0.23757015027795775	Low	5752	10000	0.5752	Middle
Breast-AdenoCA::SP117887	Breast-AdenoCA	0.9445410617629953	0.6866485798031241	Middle	1939	10105	0.19188520534388917	Middle
Breast-AdenoCA::SP117901	Breast-AdenoCA	0.9829010635214352	0.43633169156185814	Low	2297	9961	0.2305993374159221	Middle
Breast-AdenoCA::SP117454	Breast-AdenoCA	0.9143409224947329	0.9410067322120199	High	742	10040	0.07390438247011952	Middle
Breast-AdenoCA::SP124197	Breast-AdenoCA	0.9987036590333535	0.2364886166133213	Low	8512	10045	0.8473867595818816	High
Breast-AdenoCA::SP117919	Breast-AdenoCA	0.974835069078005	0.5694998974677932	Middle	2393	9946	0.24059923587371806	Middle
Breast-AdenoCA::SP117250	Breast-AdenoCA	0.9980175563987927	0.24432569198886012	Low	4484	9894	0.45320396199717	Middle
Breast-AdenoCA::SP117983	Breast-AdenoCA	0.9628435242651389	0.6226833421544515	Middle	1401	9929	0.14110182294289456	Middle
Breast-AdenoCA::SP117676	Breast-AdenoCA	0.9023049393541274	0.7281802608452834	Middle	877	9988	0.08780536643972767	Middle
Breast-AdenoCA::SP117011	Breast-AdenoCA	0.9997630185186962	0.18904858787229892	Low	22919	10080	2.2737103174603175	High
Breast-AdenoCA::SP117057	Breast-AdenoCA	0.9719701125267741	0.508812591838139	Middle	1303	9877	0.1319226485775033	Middle
Breast-AdenoCA::SP117078	Breast-AdenoCA	0.9035189772129333	0.7009105778402079	Middle	2355	9997	0.2355706712013604	Middle
Breast-AdenoCA::SP117944	Breast-AdenoCA	0.9720484673669829	0.4882242179428824	Middle	2284	10059	0.22706034397057362	Middle
Breast-AdenoCA::SP117639	Breast-AdenoCA	0.9796330168877322	0.5969344743005556	Middle	3053	10081	0.3028469397877195	Middle
Breast-AdenoCA::SP117834	Breast-AdenoCA	0.9750384278012154	0.7911578472832752	Middle	1667	10098	0.1650821944939592	Middle
Breast-AdenoCA::SP117785	Breast-AdenoCA	0.9291040190826776	0.7039947405493299	Middle	1467	10088	0.1454203013481364	Middle
Breast-AdenoCA::SP117710	Breast-AdenoCA	0.9242769939979263	0.5791252254687618	Middle	1302	9984	0.13040865384615385	Middle
Breast-AdenoCA::SP117538	Breast-AdenoCA	0.9675452104446602	0.5599153478284751	Middle	2341	9963	0.23496938673090434	Middle
Breast-AdenoCA::SP124207	Breast-AdenoCA	0.9327507200506704	0.6951549495999221	Middle	2261	9943	0.22739615810117672	Middle
Breast-AdenoCA::SP124193	Breast-AdenoCA	0.9542501775383081	0.4673527182501008	Low	1465	10047	0.14581467104608342	Middle
Breast-AdenoCA::SP2293	Breast-AdenoCA	0.9998896827588047	0.20062772882268615	Low	35038	10026	3.4947137442649114	High
Breast-AdenoCA::SP2357	Breast-AdenoCA	0.964640739018566	0.5166323714053445	Middle	2717	9790	0.27752808988764044	Middle
Breast-AdenoCA::SP2144	Breast-AdenoCA	0.9591295568206426	0.6110919589696496	Middle	1500	9836	0.15250101667344448	Middle
Breast-AdenoCA::SP2145	Breast-AdenoCA	0.9718198674389499	0.49573230448069594	Middle	1835	9925	0.18488664987405543	Middle
Breast-AdenoCA::SP2147	Breast-AdenoCA	0.9758710726269825	0.5883469233204631	Middle	2936	9866	0.2975876748428948	Middle
Breast-AdenoCA::SP2146	Breast-AdenoCA	0.9720290526108619	0.6145715232395873	Middle	1338	9924	0.13482466747279323	Middle
Breast-AdenoCA::SP2148	Breast-AdenoCA	0.9865055116337584	0.3734301086360651	Low	2178	10147	0.2146447225781019	Middle
Breast-AdenoCA::SP2150	Breast-AdenoCA	0.9561923411449702	0.8427127806520387	Middle	1336	10098	0.13230342642107348	Middle
Breast-AdenoCA::SP2152	Breast-AdenoCA	0.9230243078674695	0.8742448152227431	Middle	855	10013	0.08538899430740038	Middle
Breast-AdenoCA::SP2349	Breast-AdenoCA	0.9072730705442321	0.6749516316266144	Middle	2540	9838	0.25818255743037205	Middle
Breast-AdenoCA::SP2155	Breast-AdenoCA	0.9752358137695216	0.5099378400826252	Middle	2068	10030	0.2061814556331007	Middle
Breast-AdenoCA::SP2154	Breast-AdenoCA	0.909091045959149	0.6672015169816228	Middle	2376	10059	0.2362063823441694	Middle
Breast-AdenoCA::SP2156	Breast-AdenoCA	0.9398448493994394	0.6912341284250122	Middle	1612	10068	0.16011124354390147	Middle
Breast-AdenoCA::SP2159	Breast-AdenoCA	0.9942618548370792	0.30698328205057734	Low	3625	9920	0.3654233870967742	Middle
Breast-AdenoCA::SP2153	Breast-AdenoCA	0.9166164768129227	0.7298511357424295	Middle	3692	9978	0.3700140308679094	Middle
Breast-AdenoCA::SP2151	Breast-AdenoCA	0.904145537522761	0.5937434828677406	Middle	732	9935	0.07367891293407146	Middle
Breast-AdenoCA::SP116341	Breast-AdenoCA	0.9854555327519657	0.523116568560792	Middle	2289	9858	0.23219720024345708	Middle
Breast-AdenoCA::SP116351	Breast-AdenoCA	0.9394132194070401	0.8775011427534756	Middle	1316	10015	0.13140289565651522	Middle
Breast-AdenoCA::SP116371	Breast-AdenoCA	0.9453873257363018	0.5812832640929844	Middle	1467	10027	0.14630497656327915	Middle
Breast-AdenoCA::SP116361	Breast-AdenoCA	0.9968146152043262	0.26602657747921	Low	3547	9808	0.36164355628058725	Middle
Breast-AdenoCA::SP116363	Breast-AdenoCA	0.9489572880919304	0.6889729176312855	Middle	1518	10124	0.1499407348873963	Middle
Breast-AdenoCA::SP116353	Breast-AdenoCA	0.9399155199128725	0.8139295985238969	Middle	3543	10069	0.35187208262985403	Middle
Breast-AdenoCA::SP116365	Breast-AdenoCA	0.9222237549368245	0.6047833275902518	Middle	1591	9946	0.1599638045445405	Middle
Breast-AdenoCA::SP116375	Breast-AdenoCA	0.9379173772220822	0.9136852133666247	Middle	2872	10065	0.2853452558370591	Middle
Breast-AdenoCA::SP116355	Breast-AdenoCA	0.946714784029633	0.625451310055787	Middle	2152	9987	0.21548012416140983	Middle
Breast-AdenoCA::SP116367	Breast-AdenoCA	0.9625591338339947	0.8526010720606526	Middle	2207	10227	0.21580131025716243	Middle
Breast-AdenoCA::SP116349	Breast-AdenoCA	0.9018040075375371	0.8618337500834305	Middle	1102	10008	0.1101119104716227	Middle
Breast-AdenoCA::SP116357	Breast-AdenoCA	0.9343093265770552	0.6343567701172149	Middle	1633	9998	0.16333266653330666	Middle
Breast-AdenoCA::SP116359	Breast-AdenoCA	0.9611623342559543	0.5561520926798266	Middle	2391	10066	0.23753228690641764	Middle
Breast-AdenoCA::SP116369	Breast-AdenoCA	0.9793800352044488	0.632891247407139	Middle	2531	9933	0.2548072082955804	Middle
Breast-AdenoCA::SP116377	Breast-AdenoCA	0.9247375069134741	0.784713532473384	Middle	2626	9981	0.26309988979060217	Middle
Breast-AdenoCA::SP7692	Breast-AdenoCA	0.9948746087190178	0.2987155853306319	Low	11758	10008	1.1748601119104716	High
Breast-AdenoCA::SP5052	Breast-AdenoCA	0.9892013688793656	0.5777491147801426	Middle	3882	9899	0.39216082432568944	Middle
Breast-AdenoCA::SP7785	Breast-AdenoCA	0.941621694216938	0.6484773473844803	Middle	2462	9921	0.24816046769478883	Middle
Breast-AdenoCA::SP3415	Breast-AdenoCA	0.9533351473774423	0.5546720836597625	Middle	2111	10074	0.20954933492158032	Middle
Breast-AdenoCA::SP11292	Breast-AdenoCA	0.9568363848080921	0.5827952938844432	Middle	1396	10053	0.1388640206903412	Middle
Breast-AdenoCA::SP13036	Breast-AdenoCA	0.979030784294328	0.43048163548919494	Low	5875	9906	0.5930749040985261	Middle
Breast-AdenoCA::SP7421	Breast-AdenoCA	0.9315187136405934	0.6412900715117971	Middle	3480	9993	0.3482437706394476	Middle
Breast-AdenoCA::SP4875	Breast-AdenoCA	0.9678000692545256	0.6215814829589138	Middle	1556	9928	0.15672844480257855	Middle
Breast-AdenoCA::SP4820	Breast-AdenoCA	0.9140828066018153	0.7045274630857656	Middle	1749	9976	0.1753207698476343	Middle
Breast-AdenoCA::SP4593	Breast-AdenoCA	0.9103011265815817	0.8027914595356498	Middle	1068	10133	0.1053982038882858	Middle
Breast-AdenoCA::SP6730	Breast-AdenoCA	0.9272414278276839	0.8885544853456262	Middle	1822	10126	0.17993284613865299	Middle
Breast-AdenoCA::SP9251	Breast-AdenoCA	0.9521534187754795	0.7206617934480463	Middle	1547	9891	0.15640481245576787	Middle
Breast-AdenoCA::SP3016	Breast-AdenoCA	0.9623635961375712	0.7172280065830583	Middle	2193	9934	0.22075699617475336	Middle
Breast-AdenoCA::SP11045	Breast-AdenoCA	0.9858073398225986	0.3321458183903065	Low	1945	9992	0.19465572457966374	Middle
Breast-AdenoCA::SP5784	Breast-AdenoCA	0.9757607530622745	0.6647579080418029	Middle	2189	10114	0.21643266758947993	Middle
Breast-AdenoCA::SP5448	Breast-AdenoCA	0.9440596509585367	0.5809865608149326	Middle	2737	9984	0.2741386217948718	Middle
Breast-AdenoCA::SP12049	Breast-AdenoCA	0.9398272925223682	0.6652569731907053	Middle	3538	9953	0.3554707123480358	Middle
Breast-AdenoCA::SP2714	Breast-AdenoCA	0.953642146406746	0.5271045610477457	Middle	2988	9990	0.2990990990990991	Middle
Breast-AdenoCA::SP8891	Breast-AdenoCA	0.9780482376048945	0.4295903667199301	Low	2717	9915	0.2740292486132123	Middle
Breast-AdenoCA::SP5808	Breast-AdenoCA	0.9060079667440049	0.6422096652024878	Middle	3106	10152	0.3059495665878645	Middle
Breast-AdenoCA::SP6429	Breast-AdenoCA	0.9344712127052333	0.72844194885081	Middle	1904	9988	0.19062875450540648	Middle
Breast-AdenoCA::SP5017	Breast-AdenoCA	0.9474256304787445	0.8750557999368844	Middle	1354	10158	0.1332939555030518	Middle
Breast-AdenoCA::SP5279	Breast-AdenoCA	0.9806895479081374	0.575851171406857	Middle	3722	9921	0.3751637939723818	Middle
Breast-AdenoCA::SP8660	Breast-AdenoCA	0.9348476222973499	0.6957132869261661	Middle	1933	9955	0.1941737820190859	Middle
Breast-AdenoCA::SP11878	Breast-AdenoCA	0.956952108985752	0.6818940371282134	Middle	3208	10036	0.319649262654444	Middle
Breast-AdenoCA::SP9433	Breast-AdenoCA	0.993484524638615	0.3028770472456819	Low	5951	10034	0.5930835160454455	Middle
Breast-AdenoCA::SP7378	Breast-AdenoCA	0.9471372939844199	0.821978716416588	Middle	1061	9885	0.10733434496712191	Middle
Breast-AdenoCA::SP9816	Breast-AdenoCA	0.9208496933194901	0.6343554022243652	Middle	1846	10079	0.18315309058438337	Middle
Breast-AdenoCA::SP2793	Breast-AdenoCA	0.9726687644422808	0.6038122763517536	Middle	2956	10051	0.294100089543329	Middle
Breast-AdenoCA::SP6825	Breast-AdenoCA	0.9550167341155728	0.5288608169549222	Middle	6305	10050	0.627363184079602	Middle
Breast-AdenoCA::SP4523	Breast-AdenoCA	0.9588642583868441	0.809089005902508	Middle	1250	10215	0.12236906510034264	Middle
Breast-AdenoCA::SP9930	Breast-AdenoCA	0.9962772839026303	0.28624375811343256	Low	5013	10075	0.4975682382133995	Middle
Breast-AdenoCA::SP5820	Breast-AdenoCA	0.961284493426983	0.8559703476830804	Middle	2015	10151	0.1985026105802384	Middle
Breast-AdenoCA::SP10470	Breast-AdenoCA	0.9875556336085207	0.6044015873140942	Middle	2316	9840	0.23536585365853657	Middle
Breast-AdenoCA::SP9648	Breast-AdenoCA	0.9424459618880481	0.6610603238839401	Middle	2901	10047	0.28874290833084504	Middle
Breast-AdenoCA::SP96163	Breast-AdenoCA	0.9702116519783479	0.5144529075270691	Middle	2511	9883	0.2540726500050592	Middle
Breast-AdenoCA::SP11948	Breast-AdenoCA	0.9546633621879905	0.6756399702188678	Middle	2046	10216	0.20027407987470636	Middle
Breast-AdenoCA::SP10150	Breast-AdenoCA	0.9818606655114107	0.41659457082343265	Low	3496	10121	0.34542041300266774	Middle
Breast-AdenoCA::SP4472	Breast-AdenoCA	0.9591406601494196	0.6170220957735468	Middle	1783	10018	0.17797963665402275	Middle
Breast-AdenoCA::SP6813	Breast-AdenoCA	0.9888978740935047	0.31616347914226095	Low	6133	9966	0.6153923339353803	Middle
Breast-AdenoCA::SP96511	Breast-AdenoCA	0.952664921391615	0.6090129500340529	Middle	3323	9917	0.3350811737420591	Middle
Breast-AdenoCA::SP5559	Breast-AdenoCA	0.9960688554903648	0.28767489117883976	Low	7496	9971	0.7517801624711664	High
Breast-AdenoCA::SP3631	Breast-AdenoCA	0.9992890378140065	0.22090874130605867	Low	14026	10013	1.4007789873164886	High
Breast-AdenoCA::SP8394	Breast-AdenoCA	0.935048486740937	0.6884577358472733	Middle	2249	10118	0.22227712986756276	Middle
Breast-AdenoCA::SP7291	Breast-AdenoCA	0.911036572270707	0.8765950812879622	Middle	1057	10108	0.10457063711911357	Middle
Breast-AdenoCA::SP8831	Breast-AdenoCA	0.9848085398791512	0.5326909282313974	Middle	3963	10219	0.38780702612780116	Middle
Breast-AdenoCA::SP2731	Breast-AdenoCA	0.9457274765463723	0.6073969277101174	Middle	1229	9975	0.12320802005012531	Middle
Breast-AdenoCA::SP6223	Breast-AdenoCA	0.9566889007632754	0.6648146540916957	Middle	2104	9969	0.2110542682315177	Middle
Breast-AdenoCA::SP7171	Breast-AdenoCA	0.9274092057284299	0.6494245566258889	Middle	1557	9960	0.15632530120481927	Middle
Breast-AdenoCA::SP10563	Breast-AdenoCA	0.9498374492944621	0.502874705530328	Middle	2768	10061	0.2751217572805884	Middle
Breast-AdenoCA::SP8987	Breast-AdenoCA	0.9356893183354646	0.6070834443817628	Middle	2691	10031	0.26826836805901705	Middle
Breast-AdenoCA::SP5980	Breast-AdenoCA	0.9577703793362836	0.6494077866652994	Middle	2359	10036	0.2350538062973296	Middle
Breast-AdenoCA::SP12186	Breast-AdenoCA	0.9855425488567523	0.38597097173950556	Low	4392	9796	0.4483462637811352	Middle
Breast-AdenoCA::SP10944	Breast-AdenoCA	0.9756716606660267	0.4425194917968047	Low	6196	10045	0.6168242906918865	Middle
Breast-AdenoCA::SP2766	Breast-AdenoCA	0.9707968131219158	0.7092274690559522	Middle	1655	9891	0.16732382974421192	Middle
Breast-AdenoCA::SP6673	Breast-AdenoCA	0.9924140179689813	0.32384429240157175	Low	7123	10047	0.7089678510998308	High
Breast-LobularCA::SP117247	Breast-LobularCA	0.9289881475683619	0.8816334434159858	Middle	1106	10110	0.10939663699307617	Middle
Breast-LobularCA::SP117362	Breast-LobularCA	0.9208271456484016	0.7512293519154671	Middle	1203	10070	0.11946375372393248	Middle
Breast-LobularCA::SP117470	Breast-LobularCA	0.9611053322076855	0.6030128776847801	Middle	2634	9988	0.26371645975170205	Middle
Breast-LobularCA::SP5666	Breast-LobularCA	0.9470256746714992	0.5168023497227048	Middle	2110	10015	0.2106839740389416	Middle
Breast-LobularCA::SP2781	Breast-LobularCA	0.9360888117655841	0.860424859323307	Middle	1607	9789	0.16416385739094902	Middle
Breast-LobularCA::SP8532	Breast-LobularCA	0.9979066631425708	0.2557969540299455	Low	5967	10097	0.5909676141428147	Middle
Breast-LobularCA::SP12856	Breast-LobularCA	0.9997324321457496	0.20546739484142934	Low	24738	10024	2.467877094972067	High
CNS-GBM::SP24708	CNS-GBM	0.9136357578677248	0.9173592221776268	Middle	3943	10080	0.3911706349206349	Middle
CNS-GBM::SP24301	CNS-GBM	0.9549197367264779	0.9131679878558066	Middle	3390	10005	0.33883058470764615	Middle
CNS-GBM::SP27201	CNS-GBM	0.9262523063443743	0.9107195877750367	Middle	3388	10012	0.3383939272872553	Middle
CNS-GBM::SP28791	CNS-GBM	0.9195776334257774	0.9147469880009749	Middle	1159	10079	0.11499156662367298	Middle
CNS-GBM::SP24702	CNS-GBM	0.9503294543740068	0.9114036297191798	Middle	2822	10118	0.27890887527179287	Middle
CNS-GBM::SP28335	CNS-GBM	0.9567694346094433	0.9082202759780197	Middle	3466	9882	0.35073871685893543	Middle
CNS-GBM::SP25350	CNS-GBM	0.9222771338144995	0.9149363772093498	Middle	3414	10037	0.3401414765368138	Middle
CNS-GBM::SP25380	CNS-GBM	0.9290345386185617	0.9348580449765614	High	3386	10031	0.33755358388994117	Middle
CNS-GBM::SP24565	CNS-GBM	0.9669891572344311	0.9141175851036458	Middle	2631	9870	0.26656534954407296	Middle
